latitude,longitude,rwi,error
9.8498038,0.9997559,-0.526,0.295
9.5465832,0.7360840,-0.246,0.285
6.8064439,1.3073730,-0.375,0.276
9.4815719,0.8239746,-0.283,0.308
6.9809543,1.2854004,-0.347,0.276
9.8281543,0.7360840,-0.429,0.292
9.7848511,0.9338379,-0.464,0.288
10.6282159,0.2087402,-0.323,0.330
7.4823037,1.4831543,-0.266,0.289
10.8009324,0.2966309,-0.657,0.281
6.2825384,1.3732910,-0.364,0.371
9.6332456,1.2854004,-0.090,0.279
6.8064439,1.2634277,-0.061,0.280
8.2223637,0.8020020,-0.177,0.302
7.0245718,0.8239746,-0.723,0.273
6.3262180,1.5490723,-0.043,0.375
9.6982277,1.2414551,-0.534,0.295
10.8009324,0.1867676,-0.324,0.337
9.7848511,0.3845215,-0.191,0.283
10.5418209,0.2966309,-0.515,0.297
6.9373327,1.4172363,-0.297,0.272
6.9373327,0.6921387,-0.610,0.273
10.7577626,0.1428223,-0.416,0.293
8.2875987,1.5490723,-0.464,0.269
10.0013102,1.0876465,-0.450,0.281
9.0261526,0.4943848,-0.547,0.278
10.0229482,0.9997559,-0.326,0.309
6.5008990,1.2414551,-0.206,0.303
9.3298312,0.5603027,-0.542,0.289
9.5465832,0.8679199,-0.518,0.285
9.7415422,1.2854004,-0.598,0.283
7.6347758,1.3952637,-0.485,0.287
8.4832384,1.6369629,-0.082,0.271
6.2388552,1.2634277,0.708,0.419
7.8960294,1.3732910,-0.345,0.275
6.6755194,1.0876465,-0.301,0.278
9.7415422,1.2414551,-0.101,0.287
8.5049700,1.1535645,-0.347,0.280
9.4815719,1.3513184,-0.379,0.274
9.0912484,0.5383301,-0.445,0.281
7.0899903,1.2634277,-0.903,0.274
7.3951528,0.6042480,-1.130,0.299
6.7191648,1.5930176,-0.381,0.285
7.8742645,0.8020020,-0.145,0.288
6.2825384,1.5051270,0.159,0.335
6.8718928,1.0656738,-0.691,0.305
7.1772006,1.0876465,-0.310,0.280
7.0463790,1.2414551,-0.440,0.277
7.0681852,0.9118652,-0.669,0.287
8.7873681,1.1096191,-0.020,0.284
8.1788678,1.4831543,-0.766,0.274
8.9610451,1.5270996,-0.700,0.291
10.0013102,0.4943848,-0.298,0.284
6.1733235,1.2414551,1.496,0.410
8.2658549,1.3952637,-0.352,0.273
9.3731925,1.1755371,-0.200,0.317
9.2214045,0.5603027,-0.536,0.282
10.0229482,0.9338379,-0.361,0.287
8.8090822,0.9997559,-0.552,0.297
9.9580298,1.3513184,-0.351,0.284
6.7628064,0.5822754,0.257,0.314
8.3310827,1.4172363,-0.626,0.273
7.5258726,0.9118652,-0.359,0.281
10.8872536,0.7360840,-0.639,0.299
7.2643942,0.7580566,0.220,0.277
10.7361753,0.3625488,-0.181,0.308
6.3262180,0.9558105,-0.529,0.280
10.0445848,0.9777832,-0.831,0.288
10.1527460,1.0876465,-0.475,0.320
9.0695511,0.5163574,-0.182,0.281
8.3528229,1.5490723,-0.549,0.267
10.3905714,0.6921387,-0.257,0.283
9.3298312,1.0876465,-0.574,0.277
6.4790672,0.7360840,-0.316,0.326
10.6498109,0.0109863,-0.300,0.290
6.8282612,0.6921387,-0.423,0.276
10.0013102,0.9997559,0.129,0.339
8.2658549,1.2854004,-0.326,0.279
8.9393399,1.1755371,-0.231,0.291
7.5040887,0.7580566,-0.557,0.293
6.6755194,0.9558105,-0.437,0.283
6.8064439,1.1975098,-0.653,0.322
10.7577626,0.4724121,-0.429,0.280
10.0878536,0.6262207,-0.309,0.288
7.9830776,0.8679199,-0.240,0.282
6.8500775,1.0217285,-0.449,0.282
6.2825384,1.3293457,0.326,0.321
6.9155204,1.0876465,-0.552,0.309
7.8307313,1.2854004,-0.322,0.280
8.5701576,1.5490723,-0.449,0.273
6.7191648,0.9338379,-0.672,0.295
7.5912178,1.1535645,-0.423,0.352
10.2392486,0.6042480,-0.383,0.303
7.2861900,1.4831543,-0.041,0.281
8.8090822,1.2414551,-0.289,0.278
9.8065034,1.2414551,-0.165,0.281
7.7436512,0.7800293,-0.027,0.313
9.6982277,0.7141113,-0.040,0.300
7.1772006,1.5051270,-0.581,0.271
6.7628064,0.9997559,-0.203,0.283
10.1960002,0.4943848,-0.342,0.285
10.7577626,0.2746582,-0.085,0.290
8.1571180,1.4392090,-0.912,0.278
7.1117945,1.1535645,-0.361,0.334
9.6115820,0.3845215,-0.419,0.278
9.5249141,0.6701660,-0.458,0.305
8.7656527,0.5163574,-0.425,0.286
7.0463790,1.0217285,-0.176,0.281
6.6536952,1.5490723,-0.089,0.274
8.7222181,1.4611816,-0.683,0.280
6.3698938,1.2854004,-0.019,0.337
8.2875987,0.9777832,-0.588,0.297
9.9363874,1.1096191,0.353,0.370
9.9147437,0.5822754,-0.300,0.283
10.5850215,0.4504395,-0.448,0.298
8.0701072,0.9997559,-0.427,0.287
9.8930985,0.7580566,-0.080,0.287
9.5249141,0.5603027,-0.250,0.283
7.6129974,0.7360840,-0.588,0.284
7.4387304,0.8679199,-0.220,0.289
9.4815719,0.7141113,-0.412,0.295
10.6498109,0.8020020,-0.480,0.281
6.1077838,1.1975098,0.708,0.462
6.3262180,1.4831543,-0.365,0.308
6.4135660,1.3073730,-0.143,0.298
6.3043786,1.7687988,-0.486,0.308
8.8090822,1.4611816,-0.669,0.273
9.5682508,0.5383301,-0.558,0.297
8.8959258,1.5930176,-0.072,0.285
10.9735497,0.0769043,-0.222,0.293
6.4572344,1.0876465,-0.291,0.281
9.3515125,1.1315918,-0.114,0.320
10.9304048,-0.0109863,-0.134,0.291
10.1960002,0.9777832,-0.385,0.277
7.3079846,0.9118652,-0.510,0.281
9.1997151,0.5822754,-0.408,0.283
10.9304048,0.4504395,-0.824,0.284
6.3698938,0.9338379,-0.755,0.295
6.6318701,1.2194824,-0.796,0.345
7.4169421,1.1315918,-0.485,0.319
8.3093413,1.0217285,-0.219,0.285
8.3962996,1.0437012,-0.654,0.282
10.8440961,0.5383301,-0.343,0.280
7.5912178,1.3952637,-0.509,0.280
10.3905714,0.7580566,-0.578,0.279
7.9395558,0.8898926,-0.054,0.293
6.6318701,1.5710449,0.755,0.442
7.0681852,1.0656738,-0.513,0.280
7.3515708,1.0217285,-0.233,0.278
10.8872536,0.1647949,-0.367,0.338
6.6755194,1.2634277,-0.384,0.299
7.2425974,1.1315918,-0.059,0.297
9.8930985,1.1096191,-0.230,0.284
8.6570568,0.9558105,-0.755,0.283
9.2430925,0.5163574,-0.292,0.282
9.3515125,0.5822754,-0.294,0.300
8.5267005,1.2414551,-0.456,0.279
9.2214045,0.5822754,-0.442,0.297
10.0229482,1.1535645,-0.703,0.279
6.3043786,1.0437012,0.026,0.310
7.4387304,1.3073730,-0.502,0.286
10.7793483,0.0549316,-0.459,0.277
9.7415422,1.2194824,-0.373,0.305
9.1563324,1.1315918,-0.530,0.279
6.1733235,1.2854004,1.270,0.460
8.5701576,1.4831543,-0.786,0.274
7.6347758,0.8459473,-0.142,0.281
8.7004990,0.9118652,-0.709,0.290
6.6755194,1.4831543,-0.184,0.269
9.1563324,1.3952637,-0.394,0.278
8.9610451,1.4392090,-0.664,0.277
7.4823037,1.6149902,-1.026,0.271
7.3297783,1.5930176,-0.707,0.281
7.8307313,1.4392090,-0.789,0.277
6.4354006,0.8239746,-0.516,0.290
8.8742168,1.3952637,-0.311,0.276
7.3951528,1.2634277,-0.680,0.298
10.3689583,0.7141113,-0.353,0.281
9.9147437,0.8020020,-0.586,0.283
8.0265947,1.4172363,-0.517,0.276
10.0445848,0.8679199,-0.629,0.287
7.1990006,0.8239746,-0.417,0.294
9.5682508,1.1535645,-0.021,0.339
10.1094859,0.9997559,-0.474,0.278
7.5476555,1.5710449,-0.873,0.271
8.0265947,1.1975098,-0.833,0.313
6.6973426,1.0876465,-0.011,0.293
6.5445599,1.5270996,-0.296,0.287
9.6332456,0.7800293,-0.349,0.284
6.4135660,1.3732910,-0.130,0.296
6.7191648,1.0656738,-0.344,0.276
7.3733623,1.1755371,-0.137,0.347
7.6129974,0.6262207,-0.168,0.283
9.6115820,0.8898926,-0.184,0.280
9.9363874,1.3293457,-0.654,0.282
6.8500775,1.1096191,-0.589,0.289
7.3515708,1.2194824,-0.625,0.289
7.6783293,0.7360840,-0.593,0.281
8.2006163,1.5270996,-0.454,0.272
9.6982277,0.8239746,-0.513,0.286
8.6353339,1.5270996,-0.667,0.278
7.5476555,0.6481934,-0.329,0.286
7.9395558,1.5051270,-0.733,0.272
9.8498038,1.1096191,-0.443,0.279
10.7793483,0.0109863,-0.338,0.302
8.5918843,1.2634277,-0.579,0.280
7.3297783,0.8679199,-0.533,0.286
6.6973426,0.8679199,-0.459,0.278
10.7577626,0.3405762,-0.202,0.284
8.2223637,1.5710449,-0.686,0.271
7.2643942,0.6481934,0.048,0.282
9.9580298,0.5603027,-0.271,0.295
6.3043786,1.0876465,-0.167,0.290
7.5912178,0.8459473,-0.635,0.308
10.8225151,0.0549316,-0.187,0.278
6.7628064,0.8239746,-0.357,0.303
8.4180361,0.9777832,-0.669,0.283
10.6282159,0.7800293,-0.466,0.295
7.7871935,0.8239746,-0.494,0.294
6.3043786,1.1535645,-0.203,0.335
6.9591440,0.7580566,-0.718,0.289
9.6115820,0.5603027,-0.262,0.283
9.9363874,1.0656738,-0.151,0.396
7.4605176,0.9558105,-0.340,0.302
9.1563324,1.1096191,-0.631,0.278
6.7846256,1.1535645,-0.481,0.280
10.8009324,0.3625488,-0.516,0.288
6.7846256,0.7360840,-0.542,0.278
7.9613173,0.6921387,-0.252,0.291
7.0463790,1.6369629,-0.037,0.276
10.5418209,0.4943848,-0.358,0.279
7.7871935,1.5270996,-0.264,0.274
7.6129974,1.1755371,-0.340,0.387
9.6765684,0.8020020,-0.843,0.285
10.6498109,0.0988770,-0.253,0.281
7.8742645,1.5490723,-0.275,0.271
8.3962996,1.5490723,-0.879,0.283
10.9735497,0.2087402,-0.719,0.294
10.7361753,0.4284668,-0.112,0.295
7.3079846,1.2194824,-0.256,0.289
7.0899903,1.1535645,-0.409,0.346
6.3917304,0.9997559,-0.564,0.313
7.3733623,1.2854004,-0.501,0.281
10.1743738,0.6042480,-0.383,0.280
10.7793483,0.5822754,-0.459,0.281
8.1571180,0.8898926,-0.784,0.283
7.0027636,1.3293457,-0.166,0.388
8.0701072,1.1975098,-0.714,0.301
6.3043786,1.2194824,0.694,0.447
6.8718928,0.7360840,-0.120,0.364
6.5008990,1.1096191,-0.189,0.281
7.0027636,1.0656738,-0.817,0.305
8.3745618,1.2854004,-0.492,0.285
6.3262180,1.1975098,-0.069,0.404
9.6115820,0.8020020,-0.394,0.288
8.6136097,1.5051270,-0.489,0.277
8.0483515,0.6481934,-0.296,0.279
9.0044514,1.5270996,-0.665,0.274
10.8656756,0.3625488,-0.082,0.305
6.6318701,0.7800293,-0.669,0.281
11.1029466,0.0109863,0.599,0.538
9.9363874,0.7580566,-0.193,0.282
10.1960002,0.4284668,-0.197,0.309
10.9951198,0.4284668,-0.195,0.335
9.0044514,1.5930176,-0.110,0.280
10.8872536,0.3186035,-0.643,0.288
10.1094859,1.0656738,-0.388,0.284
7.3951528,1.2414551,-0.304,0.298
9.8714518,0.7580566,-0.318,0.291
8.8307950,1.1535645,-0.430,0.284
9.0478525,1.5051270,-0.110,0.278
9.8065034,1.1315918,-0.312,0.291
10.0229482,0.5603027,-0.354,0.292
7.5258726,1.2414551,-0.425,0.333
6.6318701,0.8459473,-0.692,0.296
8.5701576,0.5603027,-0.383,0.297
7.5694372,1.0437012,-0.615,0.290
8.0483515,1.3293457,-0.414,0.278
10.4554016,0.4724121,-0.307,0.279
7.1990006,0.7580566,-0.454,0.336
7.2861900,0.9338379,-0.565,0.279
6.8282612,1.0876465,-0.498,0.302
7.8960294,1.1315918,-0.458,0.279
9.4382242,1.1755371,-0.333,0.311
10.2608706,0.9118652,-0.298,0.286
8.0701072,1.4831543,-0.487,0.273
8.2006163,0.9997559,-0.661,0.286
9.5682508,0.9997559,-0.743,0.296
6.9591440,0.5163574,-0.343,0.320
7.5912178,1.2634277,-0.510,0.283
9.6115820,1.0217285,-0.517,0.391
7.3079846,0.9997559,-0.312,0.278
9.0261526,1.5710449,-0.568,0.291
7.0463790,0.7580566,-0.683,0.276
7.6129974,1.4392090,-0.324,0.280
7.3079846,1.4831543,-0.485,0.284
7.9613173,1.1315918,-0.676,0.281
7.5912178,1.4392090,-0.433,0.278
9.4598988,0.3186035,-0.576,0.276
7.3079846,1.5270996,-0.889,0.279
7.0245718,1.2194824,-0.175,0.296
7.3951528,0.9558105,-0.432,0.280
7.5258726,0.6921387,-0.124,0.285
6.2606973,1.1096191,0.636,0.368
8.8090822,0.6042480,-0.496,0.289
6.7409861,0.8898926,-0.160,0.277
9.3515125,1.3293457,-0.138,0.287
10.3905714,0.4943848,-0.632,0.287
10.8009324,0.8459473,-0.197,0.279
7.5258726,1.0876465,0.523,0.414
9.7415422,0.5383301,-0.415,0.284
8.5918843,1.1975098,-0.450,0.285
10.5634219,0.4724121,-0.643,0.281
9.8498038,0.3625488,-0.540,0.282
7.0681852,0.6042480,0.028,0.273
7.4169421,0.9558105,-0.238,0.297
10.2608706,0.8898926,-0.317,0.288
8.7656527,0.9338379,-0.396,0.284
6.8500775,1.2194824,-0.340,0.315
7.2643942,0.6921387,-0.076,0.274
9.0261526,1.2414551,-0.348,0.319
9.8065034,1.0217285,-0.647,0.281
8.8742168,1.4831543,-0.040,0.291
6.6536952,0.8020020,-1.293,0.279
6.4572344,1.5490723,-0.160,0.291
6.8282612,1.0217285,0.303,0.278
9.6765684,0.8459473,-0.132,0.300
8.4397714,1.1535645,-0.646,0.299
7.0463790,1.2194824,-0.337,0.280
9.9796707,1.3293457,-0.313,0.283
11.0598206,0.2966309,-0.203,0.279
6.5445599,1.7028809,-0.616,0.281
11.0166883,0.2746582,-0.161,0.279
9.8281543,0.4284668,-0.218,0.287
8.6353339,1.0437012,-0.624,0.290
6.4790672,1.5930176,-0.090,0.331
10.7361753,0.7580566,0.145,0.276
7.0899903,0.8020020,-0.357,0.276
7.9177932,1.1975098,-0.362,0.367
10.1960002,0.5822754,-0.511,0.280
7.2861900,0.8459473,-0.457,0.279
10.8872536,-0.0329590,-0.486,0.280
7.9395558,1.1975098,-0.171,0.381
6.6318701,0.8679199,-0.449,0.370
9.9147437,0.5603027,-0.180,0.299
8.2875987,1.3513184,-0.323,0.286
9.1563324,0.5822754,-0.452,0.285
9.1997151,0.5163574,-0.203,0.281
7.2425974,1.3073730,-0.567,0.276
7.9830776,1.3732910,-0.367,0.277
10.8225151,0.6701660,-0.437,0.277
6.3262180,1.3293457,0.305,0.374
7.0027636,1.2634277,-0.532,0.275
10.9088300,0.4943848,-0.664,0.277
7.5040887,1.1315918,-0.207,0.355
7.8742645,1.2414551,-0.488,0.322
7.7218784,1.2634277,-0.551,0.284
6.8718928,0.7580566,-0.280,0.299
10.1527460,0.8898926,-0.981,0.280
9.7848511,0.4284668,-0.744,0.283
10.9519780,0.4504395,-0.533,0.283
10.7145865,0.3405762,-0.596,0.301
7.4605176,0.9997559,-0.400,0.301
9.6982277,0.3845215,-0.345,0.277
7.4823037,1.0656738,-0.438,0.283
10.5634219,0.4943848,-0.310,0.279
8.4615055,1.4611816,-0.318,0.271
8.2006163,1.4172363,-0.565,0.278
8.6136097,1.5930176,-0.517,0.278
8.2006163,1.1755371,-0.945,0.286
7.0245718,1.2414551,-0.560,0.309
6.3480564,1.1315918,-0.403,0.368
8.4832384,1.0876465,-0.540,0.282
8.1136149,0.9118652,-0.344,0.282
9.7631974,1.2634277,-0.274,0.285
10.0229482,0.3625488,-0.562,0.277
9.6982277,0.6262207,0.122,0.328
6.3262180,1.6149902,0.482,0.433
8.1571180,1.1755371,-0.585,0.284
10.8225151,0.0109863,-0.563,0.286
8.6136097,1.6149902,-0.458,0.281
10.1743738,0.3845215,-0.379,0.279
7.3733623,0.8239746,-0.193,0.279
6.7191648,0.7580566,-0.511,0.277
10.8225151,0.2746582,-0.403,0.298
10.8872536,0.1867676,0.616,0.455
10.2392486,0.7360840,-0.358,0.280
6.3262180,1.0656738,0.081,0.313
9.9363874,0.9558105,-0.435,0.295
7.5912178,1.4611816,-0.500,0.276
9.7415422,0.6042480,-0.311,0.289
10.9088300,0.2966309,-0.220,0.358
9.2430925,1.1975098,-0.147,0.328
6.3698938,1.7468262,-0.636,0.302
9.7631974,0.3405762,-0.212,0.279
6.6755194,0.8679199,-0.765,0.311
8.5918843,1.5270996,-0.646,0.283
11.0166883,0.3625488,-0.401,0.302
6.5882169,1.1535645,-0.285,0.326
6.3480564,1.2634277,-0.325,0.348
9.0912484,1.3732910,-0.491,0.280
6.6100440,0.8679199,-0.309,0.344
10.4337931,0.5822754,-0.237,0.281
7.1772006,1.1096191,-0.792,0.297
10.9519780,0.2526855,-0.665,0.285
6.4354006,1.0217285,-0.193,0.279
10.2392486,0.8239746,-0.505,0.282
10.9088300,0.8898926,-0.002,0.278
9.4815719,0.5603027,-0.366,0.281
8.8525066,1.3073730,-0.515,0.285
9.9580298,0.9997559,-0.354,0.285
8.2441099,0.8020020,-0.497,0.291
6.4790672,0.7580566,0.063,0.327
10.6282159,0.4724121,-0.418,0.280
9.4815719,1.1315918,-0.064,0.341
7.2861900,0.9777832,-0.612,0.278
7.2207995,0.6921387,0.038,0.373
8.1788678,0.6921387,-0.025,0.296
7.6347758,0.8020020,-0.511,0.311
6.7846256,0.8898926,-0.432,0.281
6.4790672,1.3952637,-0.435,0.275
10.9088300,0.5163574,-0.691,0.296
6.4572344,0.8679199,-0.648,0.278
8.2006163,0.8239746,-0.396,0.301
6.5882169,0.8239746,-0.240,0.308
6.7846256,1.5270996,-0.367,0.299
7.0027636,1.3073730,-0.574,0.276
10.6929962,0.4724121,-0.742,0.277
7.5476555,0.9558105,-0.453,0.315
9.5682508,1.1755371,0.710,0.477
6.5445599,0.9997559,-0.510,0.282
7.0463790,1.3293457,-0.587,0.273
7.0463790,1.5490723,-0.526,0.278
8.6570568,1.5270996,-0.714,0.278
10.2392486,0.6262207,-0.427,0.317
10.4337931,0.2746582,-0.736,0.299
8.8307950,1.0876465,-0.298,0.368
9.4165483,0.7141113,-0.118,0.278
9.5032437,1.0437012,-0.336,0.318
10.0662199,0.6921387,-0.380,0.304
10.5634219,0.7141113,-0.410,0.282
6.5227299,1.3073730,-0.121,0.306
10.0878536,0.6701660,-0.721,0.288
8.8525066,1.3732910,-0.375,0.279
9.8498038,0.4724121,-0.349,0.293
10.4337931,0.3186035,-0.094,0.281
7.4823037,1.5490723,-0.718,0.288
9.3515125,1.2414551,0.569,0.498
8.2441099,1.4172363,-0.430,0.274
9.0044514,1.1755371,-0.098,0.345
8.5918843,1.1755371,-1.003,0.285
7.2425974,1.3732910,-0.577,0.278
7.3297783,0.8020020,-0.583,0.280
6.5227299,1.3513184,0.131,0.361
10.0229482,1.0656738,-0.531,0.299
6.6536952,1.4831543,-0.536,0.273
10.6282159,0.6481934,-0.507,0.283
6.1296313,1.1975098,1.058,0.394
9.0912484,1.5710449,-0.622,0.292
10.6498109,-0.0329590,-0.336,0.273
7.9613173,1.3073730,-0.515,0.284
7.4169421,1.1535645,-0.449,0.396
9.5249141,0.6481934,-0.748,0.298
9.6549077,1.1096191,-0.767,0.410
10.3473437,0.4724121,0.227,0.477
6.9373327,1.0876465,-0.451,0.293
7.5476555,1.0656738,-0.687,0.334
8.6570568,1.0217285,0.373,0.431
10.6498109,0.0329590,-0.237,0.278
6.2606973,1.5490723,-0.230,0.303
8.4832384,1.5710449,-0.392,0.271
7.4605176,1.3293457,-0.562,0.350
6.9591440,0.8898926,-0.334,0.302
8.2223637,0.7580566,-0.462,0.283
8.0048367,1.2194824,-0.121,0.290
10.8656756,0.3405762,-0.417,0.297
7.7436512,1.5270996,-0.647,0.299
9.0478525,1.2854004,-0.585,0.324
7.5476555,0.7141113,-0.067,0.305
6.2388552,1.6149902,1.253,0.424
9.2214045,0.6481934,0.059,0.283
9.9796707,0.7141113,-0.074,0.282
8.5049700,0.9558105,-0.691,0.285
9.4165483,0.6262207,-0.091,0.376
9.9363874,0.6042480,-0.316,0.284
7.0245718,1.1315918,-0.386,0.303
8.6570568,1.1315918,-0.513,0.315
6.5227299,0.9997559,-0.028,0.284
8.2006163,1.3073730,-0.537,0.277
7.7654229,1.4392090,-0.428,0.284
7.2643942,1.3073730,-0.323,0.292
8.1788678,1.2414551,-0.661,0.295
10.6498109,0.6701660,-0.477,0.286
7.4387304,0.8898926,-0.344,0.353
7.8089630,0.9338379,-0.400,0.276
7.9830776,1.2414551,-0.403,0.282
8.8742168,1.1975098,-0.366,0.282
6.9809543,1.3073730,-0.599,0.331
10.2176252,0.7360840,-0.646,0.297
9.2647792,1.3732910,-0.481,0.275
9.9796707,1.0876465,-0.206,0.281
9.8714518,1.2854004,-0.368,0.290
6.7409861,1.4172363,-0.665,0.272
7.1335976,1.6149902,-0.558,0.325
10.9088300,0.1867676,-0.234,0.312
7.3733623,1.2194824,-0.482,0.316
10.7793483,0.0329590,-0.380,0.277
10.4121830,0.3186035,-0.330,0.280
10.6929962,0.7360840,-0.309,0.278
6.3917304,1.4611816,0.176,0.300
8.2441099,1.4392090,-0.320,0.272
7.1990006,1.0437012,-0.277,0.277
9.2214045,1.4611816,-0.905,0.291
10.6929962,0.2087402,0.220,0.384
10.0662199,0.7580566,-0.357,0.285
9.0695511,1.4172363,-0.424,0.304
9.9580298,1.3293457,-0.390,0.288
10.6929962,0.7580566,-0.553,0.277
9.2864645,0.7580566,-0.590,0.288
8.7222181,1.5051270,-0.326,0.278
7.0681852,1.5270996,-0.570,0.275
10.8440961,0.0549316,-0.424,0.293
9.7415422,0.4284668,-0.412,0.278
7.5476555,0.5822754,-0.585,0.294
6.8937071,0.7360840,-0.169,0.311
7.0899903,1.2194824,-0.533,0.280
7.2861900,1.3293457,-0.738,0.276
10.4986143,0.3405762,-0.186,0.296
6.9373327,1.5270996,-0.239,0.270
8.2006163,0.9558105,-0.591,0.295
7.7871935,1.5930176,-0.673,0.271
7.5912178,1.6149902,-0.877,0.289
9.9580298,1.0217285,-0.301,0.358
9.5032437,0.9997559,-0.255,0.284
6.2388552,1.3952637,-0.310,0.295
11.0166883,0.2307129,-0.465,0.282
8.1136149,1.4611816,-0.461,0.276
6.3698938,1.4831543,0.452,0.352
7.9830776,1.3073730,-0.415,0.282
10.0013102,1.0217285,-0.427,0.291
6.3698938,1.6149902,-0.146,0.370
7.4605176,1.1096191,-0.742,0.286
10.1311167,0.7580566,-0.378,0.283
10.7577626,0.4284668,-0.488,0.280
7.6565531,0.5822754,-0.171,0.287
8.4397714,1.5051270,-0.639,0.269
7.7871935,1.0217285,-0.238,0.279
9.1563324,1.0656738,-0.667,0.277
9.9580298,1.0437012,0.373,0.459
9.0044514,1.3952637,-0.534,0.342
7.1335976,0.8898926,-0.576,0.272
6.9809543,1.2634277,-0.651,0.275
6.9373327,0.6481934,0.655,0.397
6.5227299,1.0437012,-0.670,0.284
10.8440961,0.8679199,-0.384,0.278
7.9830776,0.9777832,-0.842,0.279
6.3043786,1.2414551,0.877,0.397
6.6318701,1.2414551,-0.665,0.320
7.5258726,1.2854004,-0.442,0.287
6.9809543,1.1755371,-0.278,0.352
6.2170122,1.1315918,1.519,0.434
7.5258726,0.5383301,-0.380,0.299
6.2170122,1.0876465,0.343,0.385
10.1743738,0.3625488,-0.381,0.280
6.4354006,1.5490723,0.019,0.276
9.5465832,0.7800293,-0.052,0.298
9.2214045,1.5051270,-0.723,0.281
10.6282159,0.3625488,-0.143,0.297
7.9177932,1.4172363,-0.517,0.298
9.1997151,0.9997559,-0.267,0.298
6.1951683,1.2194824,0.924,0.463
7.5476555,0.9997559,-0.317,0.282
11.0166883,0.4284668,-0.444,0.277
6.7628064,1.3073730,-0.408,0.271
8.3528229,1.1535645,-0.528,0.284
9.6982277,0.8020020,-0.234,0.293
10.7361753,0.2087402,-0.287,0.286
8.4832384,1.2634277,-0.463,0.281
10.4121830,0.7580566,-0.531,0.278
9.3731925,1.2854004,-0.797,0.284
9.2214045,1.4831543,-0.736,0.277
6.3698938,0.8679199,-0.130,0.367
7.4169421,0.9997559,-0.714,0.313
7.5476555,1.2414551,-0.440,0.285
6.3480564,1.4392090,0.309,0.281
9.7198857,1.2854004,-0.091,0.288
7.4387304,0.8459473,-0.106,0.287
6.2606973,1.6589355,-0.028,0.474
9.5899171,0.6701660,0.344,0.292
8.8525066,1.0876465,-0.466,0.326
8.9610451,1.0876465,-0.480,0.288
9.6982277,0.6042480,0.697,0.476
8.0918616,1.0217285,-0.355,0.295
10.0445848,0.6481934,0.041,0.295
9.9363874,0.7360840,-0.420,0.283
9.8065034,1.0876465,-0.161,0.347
6.8718928,1.1535645,-0.340,0.283
7.5258726,0.5603027,0.061,0.311
9.9147437,1.3293457,-0.512,0.279
8.8525066,0.9777832,-0.704,0.296
7.0027636,1.0437012,-0.589,0.303
7.2861900,1.2194824,-0.393,0.286
9.5032437,0.8898926,-0.707,0.287
9.0695511,0.5383301,0.053,0.282
9.0912484,0.4943848,-0.061,0.279
10.7577626,0.1647949,-0.587,0.287
8.0701072,1.2854004,-0.299,0.330
10.6066195,0.5163574,-0.719,0.278
8.0701072,1.5930176,-0.274,0.277
9.2647792,0.5603027,-0.459,0.302
9.5249141,0.5163574,-0.618,0.284
8.7222181,0.4064941,-0.358,0.278
8.2223637,1.0656738,-0.553,0.288
9.0695511,1.4392090,-0.903,0.281
8.1788678,0.9997559,-0.435,0.321
8.8959258,1.4172363,-0.633,0.290
7.4169421,1.4392090,0.082,0.402
8.4180361,1.3293457,-0.443,0.286
6.5008990,1.3293457,-0.041,0.348
7.2861900,0.9558105,-0.413,0.294
10.7145865,0.0549316,-0.700,0.281
10.0445848,1.2414551,-0.463,0.274
6.5445599,0.9558105,-0.335,0.279
10.8009324,0.2087402,-0.431,0.346
9.8498038,0.7800293,-0.199,0.290
9.6765684,0.7141113,-0.276,0.295
9.9363874,0.4504395,0.016,0.277
7.7871935,1.4172363,-0.572,0.281
6.5882169,1.4831543,0.386,0.399
7.4387304,0.9338379,-0.414,0.283
7.7436512,1.1315918,-0.506,0.298
8.1136149,1.6149902,-0.374,0.316
8.7004990,1.1975098,-0.658,0.311
6.3043786,1.1315918,-0.166,0.340
6.6318701,1.1096191,-0.328,0.303
7.3951528,1.3513184,-0.645,0.279
6.5227299,0.8459473,-0.309,0.275
7.4387304,1.0437012,-0.464,0.281
9.9580298,1.1975098,-0.693,0.293
7.0245718,1.0217285,-0.830,0.283
7.5476555,0.9777832,-0.083,0.331
7.0027636,1.5490723,-0.649,0.296
7.7218784,1.2414551,-0.236,0.311
10.9735497,0.3405762,-0.119,0.281
6.2825384,1.6369629,-0.166,0.326
10.0229482,0.7360840,0.051,0.279
10.9304048,0.3625488,-0.369,0.281
7.9177932,1.6369629,-0.601,0.279
10.9519780,0.5603027,-0.053,0.281
6.5882169,1.3952637,0.163,0.361
8.7873681,1.6149902,-0.442,0.283
7.0245718,1.3732910,-0.758,0.279
8.0265947,0.6701660,-0.376,0.277
8.4397714,1.4392090,-0.618,0.273
10.8009324,0.4943848,-0.629,0.281
6.7628064,0.7360840,-0.469,0.293
7.3515708,1.1755371,-0.567,0.371
7.7436512,0.6921387,-0.065,0.275
9.5465832,1.2194824,0.572,0.446
9.6332456,0.6701660,-0.324,0.287
10.1094859,0.6701660,-0.404,0.302
6.4354006,1.1535645,-0.131,0.329
10.0445848,1.1315918,-0.348,0.282
7.1553996,0.7800293,-0.136,0.274
6.5882169,1.4611816,-0.226,0.360
6.1951683,1.0876465,-0.155,0.377
10.0229482,0.9558105,-0.552,0.300
10.1094859,0.9558105,-0.137,0.280
