prefecture,gender,age,own_phone
TONE,M,18,True
DANYI,M,82,True
KLOTO,F,54,False
BASSAR,M,84,True
LOME COMMUNE,F,26,True
BINAH,F,26,True
LOME COMMUNE,F,35,False
YOTO,M,92,True
TCHAOUDJO,M,54,True
ANIE,F,71,False
ASSOLI,F,35,False
GOLFE,M,66,True
MOYEN-MONO,F,53,True
TCHAOUDJO,M,58,False
OTI,F,96,True
YOTO,F,56,False
LOME COMMUNE,F,52,True
ZIO,F,45,False
HAHO,F,51,False
LOME COMMUNE,M,28,True
OTI,M,80,False
EST-MONO,M,21,False
LOME COMMUNE,M,59,True
MOYEN-MONO,M,25,True
MOYEN-MONO,F,55,True
GOLFE,F,67,True
ANIE,M,85,True
BLITTA,M,89,True
KPELE,F,54,True
AKEBOU,M,52,True
TCHAOUDJO,M,80,True
DANYI,F,31,True
OGOU,F,37,True
AGOE-NYIVE,F,26,True
WAWA,M,19,False
YOTO,M,42,True
DOUFELGOU,M,40,True
DANKPEN,F,88,True
OTI,F,56,True
MOYEN-MONO,F,24,False
DOUFELGOU,F,24,False
TONE,M,46,False
KPENDJAL-OUEST,M,97,True
GOLFE,M,57,True
OGOU,F,34,True
TONE,F,37,False
WAWA,F,68,True
KPENDJAL-OUEST,M,54,False
TANDJOARE,F,53,True
KPELE,M,29,True
EST-MONO,M,34,True
BLITTA,F,41,True
ANIE,F,28,False
KERAN,M,70,True
GOLFE,F,86,True
ANIE,F,62,False
BAS-MONO,M,61,True
AVE,F,37,False
KPELE,M,44,True
DOUFELGOU,M,68,True
MOYEN-MONO,F,63,True
GOLFE,F,19,False
AMOU,F,36,False
HAHO,F,86,False
BLITTA,F,95,True
KOZAH,M,42,True
MOYEN-MONO,F,44,True
KLOTO,M,37,False
EST-MONO,F,69,False
BAS-MONO,F,35,True
SOTOUBOUA,F,74,True
LOME COMMUNE,F,58,False
AVE,M,31,True
ASSOLI,F,49,True
LOME COMMUNE,F,22,False
PLAINE DU MO,M,25,False
AKEBOU,F,72,True
DOUFELGOU,M,68,True
OTI,F,82,True
MOYEN-MONO,F,90,False
KERAN,F,86,True
LOME COMMUNE,M,36,False
AGOU,M,48,True
KPENDJAL,F,76,True
KERAN,F,43,True
WAWA,M,46,True
DANKPEN,F,32,True
YOTO,F,66,True
AKEBOU,M,25,True
VO,F,63,True
OTI,F,41,False
KOZAH,F,47,True
OTI,M,72,False
OTI,M,59,False
BASSAR,F,32,True
ZIO,F,33,False
TONE,M,52,False
GOLFE,M,32,True
TANDJOARE,M,44,True
DANYI,M,63,True
LOME COMMUNE,F,35,False
BAS-MONO,M,74,True
AVE,F,42,True
TANDJOARE,M,93,True
YOTO,F,96,True
LOME COMMUNE,F,86,True
KPENDJAL,M,87,True
CINKASSE,F,56,False
GOLFE,M,50,True
EST-MONO,M,33,True
LOME COMMUNE,F,20,True
AGOU,M,39,False
KPELE,F,28,True
DANKPEN,M,28,True
DANYI,F,94,False
OTI,F,91,False
KLOTO,F,58,True
AGOU,F,69,True
TANDJOARE,M,26,True
LOME COMMUNE,M,98,True
KPENDJAL-OUEST,M,84,True
KPELE,F,35,True
WAWA,M,83,False
TCHAOUDJO,F,44,False
AGOE-NYIVE,M,40,True
EST-MONO,M,30,True
WAWA,F,55,False
HAHO,M,53,True
AGOE-NYIVE,F,33,False
TCHAOUDJO,M,47,True
KLOTO,F,74,False
AMOU,F,68,False
CINKASSE,F,36,True
MOYEN-MONO,F,20,False
EST-MONO,F,61,True
PLAINE DU MO,M,37,True
ZIO,M,89,False
WAWA,F,88,True
AGOE-NYIVE,M,52,True
AVE,M,59,True
OTI,F,85,True
DANYI,M,80,True
KPELE,F,83,False
MOYEN-MONO,F,28,True
ASSOLI,F,48,False
KLOTO,M,69,True
TANDJOARE,F,89,True
KOZAH,M,91,True
GOLFE,M,40,True
KERAN,M,35,False
BASSAR,F,52,True
PLAINE DU MO,F,26,False
AGOE-NYIVE,F,90,True
AKEBOU,F,89,False
OTI,F,43,False
ASSOLI,M,32,True
HAHO,F,97,False
DOUFELGOU,F,52,False
ASSOLI,F,89,True
TCHAOUDJO,M,30,True
KPELE,F,53,True
AMOU,F,44,True
YOTO,M,93,True
AMOU,F,83,False
TONE,F,18,False
ZIO,F,43,False
VO,M,36,False
AVE,F,30,True
WAWA,M,25,True
AGOE-NYIVE,M,99,True
BLITTA,F,82,False
TONE,F,84,False
ZIO,M,55,False
MOYEN-MONO,F,34,True
KPENDJAL-OUEST,M,94,True
DANKPEN,F,98,False
BASSAR,M,80,False
VO,F,89,False
TCHAMBA,M,92,True
MOYEN-MONO,F,68,True
CINKASSE,F,60,False
TCHAOUDJO,M,75,False
KLOTO,F,99,True
CINKASSE,M,91,True
PLAINE DU MO,F,25,True
BAS-MONO,M,38,True
BASSAR,F,43,True
GOLFE,M,88,False
DANYI,M,76,True
AGOE-NYIVE,F,41,False
ANIE,F,79,True
GOLFE,M,31,True
ANIE,F,82,False
KERAN,F,33,True
AKEBOU,F,92,False
GOLFE,M,55,False
AGOE-NYIVE,F,86,True
KOZAH,F,21,True
LOME COMMUNE,M,87,True
KPENDJAL,F,52,True
AGOE-NYIVE,F,94,True
TCHAOUDJO,F,76,False
KPELE,M,44,True
AGOU,F,42,False
KPELE,F,26,True
DANYI,M,38,False
LACS,M,70,True
EST-MONO,F,22,False
MOYEN-MONO,M,33,False
VO,M,81,True
HAHO,F,73,False
BAS-MONO,F,51,True
MOYEN-MONO,F,52,True
DOUFELGOU,M,89,False
OGOU,M,35,True
ZIO,F,79,False
TONE,M,25,False
PLAINE DU MO,F,31,True
EST-MONO,M,42,True
TCHAMBA,M,42,True
DOUFELGOU,F,59,True
KOZAH,F,56,True
GOLFE,F,48,False
WAWA,M,24,False
ZIO,F,42,False
OGOU,M,96,True
YOTO,M,85,False
LACS,M,61,False
WAWA,F,72,False
ZIO,F,62,True
EST-MONO,M,41,True
BASSAR,M,75,True
VO,M,47,True
ANIE,F,76,True
ANIE,F,66,False
TONE,M,43,True
VO,M,91,True
OGOU,M,29,True
KPENDJAL,F,40,True
TANDJOARE,M,87,True
ZIO,F,21,True
AMOU,M,97,True
KPELE,F,75,False
AGOE-NYIVE,M,89,True
EST-MONO,F,71,True
EST-MONO,F,74,True
SOTOUBOUA,M,65,True
BASSAR,M,86,True
EST-MONO,M,63,True
TCHAMBA,M,43,False
KLOTO,F,33,True
EST-MONO,F,28,False
CINKASSE,M,99,True
ZIO,F,21,True
TCHAMBA,M,59,True
GOLFE,F,47,False
OGOU,M,91,True
ASSOLI,F,62,True
AVE,M,19,True
AMOU,F,45,True
LACS,F,33,True
TCHAMBA,F,74,True
HAHO,F,95,True
BINAH,M,82,True
TCHAMBA,F,93,True
KPENDJAL-OUEST,M,83,True
KPENDJAL-OUEST,M,42,True
EST-MONO,F,20,True
AMOU,F,33,False
AGOE-NYIVE,F,52,True
ASSOLI,F,71,False
OTI-SUD,F,30,True
KPELE,M,87,True
BLITTA,F,62,False
HAHO,F,47,True
ZIO,F,20,True
KPENDJAL-OUEST,F,59,False
BINAH,M,54,True
GOLFE,M,88,True
PLAINE DU MO,M,37,True
AKEBOU,F,27,False
ZIO,M,26,True
WAWA,F,46,False
GOLFE,M,98,False
GOLFE,F,18,False
GOLFE,M,29,True
TCHAOUDJO,F,91,True
AKEBOU,M,69,True
YOTO,F,35,True
KOZAH,F,48,False
TCHAMBA,M,73,True
KLOTO,M,50,True
KPENDJAL-OUEST,M,18,False
CINKASSE,F,29,True
KLOTO,F,69,True
OGOU,M,81,True
KERAN,F,67,False
OTI-SUD,M,33,True
KPELE,M,90,True
LOME COMMUNE,M,71,True
KLOTO,M,19,True
GOLFE,M,97,True
VO,M,81,True
OTI-SUD,F,75,True
TCHAOUDJO,F,20,True
BLITTA,F,48,True
ASSOLI,F,87,True
HAHO,M,67,True
GOLFE,F,92,True
AGOE-NYIVE,M,61,False
SOTOUBOUA,M,87,True
KPELE,F,56,True
LOME COMMUNE,M,53,True
BAS-MONO,F,49,False
MOYEN-MONO,F,41,True
AGOE-NYIVE,F,38,False
HAHO,F,62,False
TANDJOARE,F,87,True
MOYEN-MONO,M,51,True
AGOU,F,86,False
BLITTA,F,64,False
KPENDJAL,M,39,True
AGOE-NYIVE,M,58,True
DANYI,F,94,False
VO,F,26,True
KERAN,M,76,True
KOZAH,F,58,True
TCHAOUDJO,M,44,True
LOME COMMUNE,F,28,True
WAWA,F,26,True
KLOTO,M,38,True
LACS,M,32,True
ANIE,M,19,True
YOTO,F,27,True
MOYEN-MONO,F,53,True
BAS-MONO,M,67,True
OTI-SUD,M,93,True
WAWA,M,54,False
DANYI,M,56,True
OTI-SUD,F,55,True
GOLFE,F,35,False
AGOU,F,53,True
BAS-MONO,M,43,True
GOLFE,M,21,True
TANDJOARE,F,26,False
ANIE,F,96,True
VO,M,27,True
KPENDJAL,M,79,True
TCHAMBA,F,76,False
ANIE,M,61,False
AKEBOU,F,38,False
TANDJOARE,F,61,False
KPELE,F,88,True
TCHAOUDJO,M,71,False
TCHAMBA,F,81,True
KPELE,M,80,True
TONE,M,18,True
OGOU,M,49,True
KERAN,M,87,True
LACS,M,80,True
DOUFELGOU,M,53,True
TCHAOUDJO,F,40,True
LOME COMMUNE,F,32,True
AMOU,M,98,True
KPENDJAL,M,32,True
BASSAR,F,48,False
ANIE,F,31,True
LOME COMMUNE,F,49,True
DANYI,F,82,True
DOUFELGOU,F,33,False
BASSAR,F,47,True
TCHAOUDJO,M,67,True
OTI,F,77,True
BINAH,M,98,True
PLAINE DU MO,M,69,False
VO,F,74,True
KPELE,F,55,True
KERAN,F,75,True
BLITTA,F,31,True
PLAINE DU MO,F,77,True
OGOU,M,74,False
AGOU,F,48,True
TONE,F,70,False
ZIO,M,85,True
SOTOUBOUA,M,79,True
PLAINE DU MO,F,60,True
KLOTO,M,19,True
LACS,F,65,False
AGOU,F,79,True
YOTO,M,58,True
AKEBOU,M,86,True
KERAN,F,72,False
KPENDJAL,M,77,True
DANKPEN,M,75,False
TCHAMBA,F,22,True
KLOTO,M,37,True
DANKPEN,F,63,False
KOZAH,F,41,False
ANIE,M,18,True
KOZAH,M,21,True
AGOE-NYIVE,M,87,True
TCHAMBA,F,84,True
KPENDJAL,M,66,True
SOTOUBOUA,M,49,True
VO,F,45,False
LACS,M,94,True
KPELE,M,89,True
ZIO,F,19,True
KERAN,M,42,False
AVE,F,64,True
DANKPEN,M,99,True
AVE,F,98,True
BLITTA,M,86,True
CINKASSE,M,72,True
TCHAMBA,M,82,True
VO,F,85,False
KPENDJAL-OUEST,F,79,True
LOME COMMUNE,F,83,False
TONE,M,46,True
KLOTO,M,96,True
AVE,F,49,False
TANDJOARE,F,91,True
GOLFE,M,86,True
KLOTO,F,94,True
CINKASSE,M,18,True
OGOU,M,28,True
ASSOLI,M,51,True
KLOTO,F,98,False
LACS,F,83,True
DOUFELGOU,F,25,True
KPENDJAL,F,77,True
HAHO,M,52,True
KERAN,M,99,True
TCHAOUDJO,F,98,False
EST-MONO,M,71,False
TCHAOUDJO,F,26,False
CINKASSE,F,54,True
KPENDJAL,M,68,True
ASSOLI,F,45,False
BASSAR,F,21,True
KPELE,M,44,True
YOTO,F,90,True
ZIO,M,84,True
DOUFELGOU,M,36,True
DANKPEN,M,22,False
AKEBOU,M,85,True
KPENDJAL,M,95,True
KERAN,M,58,True
TCHAOUDJO,F,41,False
YOTO,M,88,True
SOTOUBOUA,M,43,True
KPENDJAL,F,96,True
ZIO,M,68,True
TANDJOARE,F,99,False
YOTO,F,64,True
SOTOUBOUA,F,82,False
CINKASSE,F,30,True
BINAH,M,94,True
DANKPEN,F,20,True
KERAN,M,32,True
SOTOUBOUA,M,98,True
OGOU,F,40,False
LACS,F,41,True
AMOU,F,98,False
EST-MONO,F,93,True
ANIE,M,86,True
TANDJOARE,M,75,True
KPELE,M,51,True
BINAH,M,68,True
ZIO,F,42,True
BINAH,M,42,True
KERAN,F,58,False
VO,M,88,False
YOTO,F,73,True
KOZAH,F,99,True
SOTOUBOUA,F,34,True
TONE,F,80,False
HAHO,M,71,False
SOTOUBOUA,F,70,False
GOLFE,F,51,True
OTI,M,35,True
OTI-SUD,F,85,True
MOYEN-MONO,F,94,True
KPENDJAL-OUEST,F,98,True
KOZAH,F,63,False
KPELE,M,29,True
KPENDJAL,F,48,True
AGOU,M,29,False
ASSOLI,F,88,True
TANDJOARE,M,21,True
KLOTO,M,20,True
ASSOLI,M,99,True
HAHO,F,28,False
EST-MONO,F,95,True
ZIO,F,35,False
PLAINE DU MO,M,52,True
VO,M,60,False
ANIE,M,80,True
DANKPEN,M,40,True
BINAH,M,69,True
YOTO,M,43,True
WAWA,M,25,True
TANDJOARE,M,28,False
OGOU,F,39,False
ANIE,M,75,False
AGOU,M,99,False
YOTO,M,46,False
BINAH,M,43,True
OGOU,F,82,True
SOTOUBOUA,M,46,True
TCHAMBA,M,70,True
OGOU,F,39,False
DOUFELGOU,F,54,True
CINKASSE,F,37,True
HAHO,M,53,False
GOLFE,F,70,False
CINKASSE,M,41,False
DANYI,M,79,True
WAWA,F,45,True
AGOE-NYIVE,M,22,True
TCHAOUDJO,F,57,True
ANIE,F,52,True
KERAN,M,45,True
AGOE-NYIVE,F,51,False
KPENDJAL-OUEST,M,38,True
ANIE,F,68,True
TCHAOUDJO,F,41,True
KPENDJAL,F,84,True
OTI,F,95,True
TONE,M,63,False
CINKASSE,F,96,True
AVE,F,30,False
WAWA,F,90,True
AMOU,M,80,True
BLITTA,M,94,True
AGOE-NYIVE,F,76,True
PLAINE DU MO,M,58,False
AVE,M,74,True
CINKASSE,F,62,True
ANIE,M,69,True
PLAINE DU MO,F,33,False
DOUFELGOU,F,81,True
OTI-SUD,F,75,True
HAHO,M,56,True
OGOU,F,48,True
BASSAR,F,60,False
AGOE-NYIVE,F,61,True
EST-MONO,F,23,False
EST-MONO,M,97,True
WAWA,F,93,False
AGOE-NYIVE,F,34,False
EST-MONO,M,45,True
AKEBOU,M,94,True
ZIO,F,21,False
TONE,M,40,True
PLAINE DU MO,F,43,True
BASSAR,M,52,True
BASSAR,M,93,True
HAHO,F,73,False
AKEBOU,F,33,False
AVE,F,54,True
KPENDJAL-OUEST,F,86,False
GOLFE,F,66,True
EST-MONO,M,42,True
DOUFELGOU,F,67,False
DANYI,F,83,False
OTI-SUD,M,99,True
DANKPEN,M,56,False
GOLFE,F,38,True
TONE,F,45,False
YOTO,M,30,True
BAS-MONO,F,55,False
AVE,F,84,True
KPENDJAL,M,71,False
BAS-MONO,M,19,True
BINAH,M,54,True
DANYI,M,22,True
KLOTO,F,24,False
BASSAR,F,73,True
TCHAMBA,F,44,True
KLOTO,F,20,True
BLITTA,M,34,True
LACS,M,32,True
KPELE,F,86,False
WAWA,M,34,True
MOYEN-MONO,F,56,False
BLITTA,M,78,False
DANYI,F,28,False
LOME COMMUNE,M,35,True
AMOU,M,27,True
LOME COMMUNE,F,24,True
PLAINE DU MO,M,67,True
OTI-SUD,F,48,True
BAS-MONO,F,82,False
AGOU,M,36,True
KOZAH,M,30,False
TCHAMBA,M,90,True
BINAH,M,68,True
YOTO,F,56,True
TCHAMBA,M,24,True
AGOE-NYIVE,F,22,False
GOLFE,F,61,True
KOZAH,F,57,True
ASSOLI,F,29,False
BASSAR,M,43,False
AGOU,M,30,True
BINAH,F,62,True
OTI,F,57,False
OGOU,F,96,False
VO,F,66,False
BAS-MONO,F,40,False
VO,F,64,False
BASSAR,F,73,True
KPENDJAL-OUEST,M,42,True
KERAN,M,59,True
TCHAMBA,M,84,True
KPENDJAL-OUEST,F,25,False
ANIE,F,90,False
CINKASSE,M,93,False
SOTOUBOUA,M,47,True
HAHO,F,46,True
BAS-MONO,M,29,True
BINAH,M,44,True
TONE,F,78,False
OGOU,F,51,True
YOTO,M,90,True
WAWA,M,85,True
VO,M,99,True
BAS-MONO,F,61,True
AVE,M,84,True
OTI-SUD,M,67,True
TCHAOUDJO,M,24,True
MOYEN-MONO,M,31,True
KPELE,M,92,False
LACS,M,53,True
AGOE-NYIVE,F,29,True
AVE,F,20,True
LACS,F,32,True
SOTOUBOUA,F,72,False
PLAINE DU MO,M,80,True
OTI-SUD,F,83,False
OGOU,M,33,True
AMOU,F,94,True
AGOE-NYIVE,F,79,False
KPENDJAL-OUEST,F,37,True
VO,M,30,True
AVE,F,41,True
GOLFE,M,18,True
AVE,M,27,True
WAWA,M,57,False
AGOE-NYIVE,M,43,True
DANYI,F,50,False
HAHO,M,24,True
VO,F,43,True
WAWA,M,99,True
HAHO,M,18,False
DANYI,M,40,True
KPENDJAL,F,26,True
CINKASSE,F,90,True
KERAN,F,58,True
EST-MONO,F,24,True
BASSAR,F,98,True
KPELE,M,84,True
TCHAMBA,F,42,False
DANYI,M,83,True
BASSAR,F,99,False
BAS-MONO,F,58,False
KLOTO,F,53,True
AGOE-NYIVE,M,41,False
AVE,M,25,True
DANKPEN,M,41,True
MOYEN-MONO,M,55,True
YOTO,F,70,True
EST-MONO,F,68,True
KPENDJAL-OUEST,F,33,True
MOYEN-MONO,F,97,False
WAWA,F,24,False
MOYEN-MONO,M,84,True
ANIE,M,36,True
TCHAOUDJO,M,67,True
PLAINE DU MO,M,67,True
LACS,F,99,False
KPENDJAL-OUEST,M,31,True
VO,F,28,True
SOTOUBOUA,F,41,False
SOTOUBOUA,F,71,False
KLOTO,M,62,True
WAWA,F,84,False
AMOU,F,66,False
BAS-MONO,F,77,False
KPENDJAL-OUEST,M,86,True
YOTO,F,56,False
TONE,F,97,True
YOTO,M,23,True
BASSAR,F,70,True
KPELE,M,28,True
OTI,F,76,False
LACS,F,69,True
AKEBOU,F,19,False
AGOE-NYIVE,M,75,True
TANDJOARE,M,53,True
PLAINE DU MO,M,24,True
AVE,M,32,True
BINAH,M,59,True
BLITTA,M,77,True
TCHAOUDJO,M,58,False
WAWA,M,52,True
DANKPEN,F,67,True
YOTO,M,72,True
SOTOUBOUA,F,97,True
DANYI,F,71,False
LOME COMMUNE,F,88,False
AKEBOU,M,27,False
LACS,F,20,True
KLOTO,F,94,False
TCHAMBA,M,88,False
YOTO,F,57,False
TCHAMBA,M,62,True
TONE,F,76,True
YOTO,M,61,True
HAHO,M,23,True
AGOU,M,52,True
DANKPEN,M,77,True
AGOU,M,62,True
TANDJOARE,F,66,True
AGOE-NYIVE,F,54,True
DANKPEN,F,72,False
OTI-SUD,F,99,True
EST-MONO,M,48,True
DANYI,M,51,False
AMOU,F,75,False
EST-MONO,F,86,True
BLITTA,F,62,True
KPENDJAL,M,44,True
VO,F,83,True
BASSAR,F,24,True
AGOE-NYIVE,F,95,True
MOYEN-MONO,F,42,True
HAHO,F,93,False
OTI-SUD,F,76,False
HAHO,F,23,True
ASSOLI,M,81,True
TANDJOARE,F,85,False
OTI,M,73,True
KPENDJAL-OUEST,F,90,True
BASSAR,F,65,True
BLITTA,M,50,False
YOTO,M,83,True
AKEBOU,M,77,True
ASSOLI,M,28,False
DOUFELGOU,M,93,True
AKEBOU,F,27,False
SOTOUBOUA,F,26,True
ZIO,M,23,True
AGOE-NYIVE,F,78,True
YOTO,F,42,False
BAS-MONO,F,74,True
HAHO,F,38,False
OTI-SUD,M,48,True
KERAN,M,47,True
KPENDJAL-OUEST,M,99,True
KLOTO,M,99,False
EST-MONO,M,79,False
OTI-SUD,F,85,True
AGOE-NYIVE,F,24,False
WAWA,M,45,False
DOUFELGOU,M,34,True
ZIO,M,56,True
TONE,F,63,False
BLITTA,F,20,True
DANYI,M,65,True
TANDJOARE,M,45,True
DANYI,M,70,True
TONE,F,61,True
TCHAOUDJO,M,73,True
DOUFELGOU,F,76,False
KPENDJAL-OUEST,M,43,True
SOTOUBOUA,F,40,True
LOME COMMUNE,F,29,False
LACS,M,37,False
PLAINE DU MO,F,26,True
BASSAR,F,36,True
AKEBOU,M,38,False
OGOU,M,45,True
VO,M,98,True
TCHAOUDJO,F,75,True
SOTOUBOUA,F,29,False
EST-MONO,F,83,False
KPENDJAL,F,39,False
OGOU,F,84,True
BLITTA,F,55,True
CINKASSE,F,63,True
BAS-MONO,M,94,True
AKEBOU,F,31,True
TCHAOUDJO,M,42,False
DOUFELGOU,F,36,True
EST-MONO,F,69,True
SOTOUBOUA,M,93,True
VO,M,44,False
KLOTO,M,50,True
KOZAH,M,33,True
OGOU,M,52,True
MOYEN-MONO,F,91,True
ASSOLI,M,28,True
DANKPEN,M,34,True
MOYEN-MONO,M,58,True
LACS,M,84,True
BAS-MONO,M,46,False
ASSOLI,M,67,True
GOLFE,M,38,True
TANDJOARE,M,98,True
TCHAOUDJO,M,94,True
PLAINE DU MO,M,67,True
KPENDJAL,F,24,False
SOTOUBOUA,M,63,True
AVE,F,54,False
ZIO,F,19,False
BINAH,F,24,False
KLOTO,M,49,True
OTI-SUD,F,97,False
TCHAOUDJO,M,38,True
MOYEN-MONO,M,71,True
DANYI,M,87,True
KPENDJAL,F,83,False
TANDJOARE,F,66,False
LOME COMMUNE,M,81,True
TANDJOARE,M,76,True
KPELE,F,26,False
OGOU,F,44,True
OTI-SUD,F,76,True
AVE,F,97,False
LOME COMMUNE,M,74,False
ASSOLI,M,99,False
KPELE,F,92,False
DOUFELGOU,F,20,False
TCHAMBA,M,40,True
TANDJOARE,F,50,True
SOTOUBOUA,M,62,True
TANDJOARE,F,86,True
PLAINE DU MO,F,55,False
KERAN,M,24,False
AVE,M,21,True
KOZAH,F,30,True
BINAH,M,98,True
GOLFE,M,65,True
AMOU,M,81,False
TANDJOARE,F,67,True
TANDJOARE,F,54,False
VO,M,28,True
OTI-SUD,M,43,True
TCHAOUDJO,F,64,False
PLAINE DU MO,F,59,True
OTI,M,88,True
EST-MONO,F,44,True
AVE,F,48,True
DANYI,M,64,True
OGOU,F,84,False
GOLFE,F,19,True
TCHAMBA,F,21,True
OTI-SUD,F,25,True
GOLFE,F,80,False
TANDJOARE,F,57,False
BASSAR,M,32,False
AKEBOU,F,19,True
DANKPEN,M,22,True
AKEBOU,F,43,True
OGOU,M,89,True
AMOU,F,86,True
OTI-SUD,M,58,True
ANIE,F,25,False
OGOU,F,65,True
KPELE,M,97,True
AGOE-NYIVE,F,63,True
AGOE-NYIVE,M,45,True
KERAN,F,41,False
ZIO,M,75,True
KPELE,F,53,False
KERAN,M,50,True
ZIO,F,36,True
EST-MONO,M,31,True
AMOU,F,56,True
KPENDJAL-OUEST,M,33,False
LOME COMMUNE,M,98,True
AGOU,F,23,True
AGOE-NYIVE,F,85,True
VO,M,29,True
DANYI,M,42,False
OTI,F,89,True
DANKPEN,M,77,False
OTI-SUD,M,83,True
OGOU,M,34,True
AVE,F,81,False
AVE,F,91,False
EST-MONO,M,77,False
LOME COMMUNE,M,58,True
AKEBOU,M,19,True
SOTOUBOUA,M,33,False
AGOE-NYIVE,F,56,True
ZIO,M,67,True
YOTO,F,32,False
LOME COMMUNE,M,67,True
MOYEN-MONO,M,30,True
EST-MONO,M,51,False
DOUFELGOU,M,57,True
LACS,M,34,True
VO,M,96,True
SOTOUBOUA,F,30,True
BINAH,F,35,False
KPENDJAL-OUEST,M,99,True
KOZAH,M,19,True
KPELE,M,68,True
MOYEN-MONO,M,56,True
BASSAR,F,42,False
SOTOUBOUA,M,96,True
OTI-SUD,M,73,True
TONE,F,43,True
OTI-SUD,M,65,True
KLOTO,F,73,False
HAHO,F,86,False
VO,M,62,True
BLITTA,F,91,True
AVE,F,51,False
AKEBOU,M,99,False
HAHO,M,23,True
KPENDJAL-OUEST,F,88,False
TCHAOUDJO,F,79,False
AKEBOU,M,75,True
OGOU,M,69,True
VO,F,86,True
BASSAR,F,52,True
OGOU,M,83,True
KPENDJAL,F,63,False
AMOU,F,37,False
AKEBOU,F,55,True
BLITTA,M,90,True
DANKPEN,M,80,True
ZIO,M,87,True
PLAINE DU MO,F,43,False
TCHAMBA,M,81,True
KPELE,F,43,True
KPELE,M,92,True
BLITTA,F,53,True
BASSAR,M,34,False
AVE,F,77,False
OGOU,F,35,True
KOZAH,M,33,False
HAHO,M,58,True
TANDJOARE,M,46,True
KLOTO,M,63,True
KERAN,F,99,True
ASSOLI,F,52,False
ANIE,F,68,False
KOZAH,F,34,True
AVE,F,38,True
KPENDJAL-OUEST,M,25,True
CINKASSE,F,64,False
BINAH,M,48,True
DANYI,M,90,True
YOTO,F,75,True
MOYEN-MONO,M,35,False
KOZAH,F,24,False
ZIO,M,88,False
YOTO,M,26,True
LACS,F,44,False
OGOU,M,80,True
LOME COMMUNE,F,41,True
KPENDJAL-OUEST,M,58,True
DANKPEN,F,53,False
DOUFELGOU,F,69,False
KPENDJAL-OUEST,F,53,True
DANKPEN,F,59,True
KPENDJAL,M,48,True
GOLFE,F,95,True
ASSOLI,F,25,True
KLOTO,M,99,True
ASSOLI,M,28,True
DANKPEN,F,38,False
AMOU,M,97,True
SOTOUBOUA,F,97,True
GOLFE,M,25,False
AGOU,F,82,True
DANYI,M,85,True
AGOU,F,57,True
BINAH,M,80,True
OGOU,M,32,False
OTI,F,89,True
KPENDJAL-OUEST,F,82,False
GOLFE,M,93,True
KPENDJAL,M,59,False
HAHO,F,55,False
KPELE,F,20,True
SOTOUBOUA,F,27,False
TCHAMBA,M,95,True
BASSAR,F,44,True
EST-MONO,M,85,True
DANKPEN,M,52,True
DANYI,M,30,True
KPELE,M,21,True
OTI-SUD,F,83,False
AKEBOU,F,40,True
WAWA,M,67,False
CINKASSE,F,61,True
BINAH,F,30,False
AVE,F,45,True
AGOE-NYIVE,F,20,False
AKEBOU,M,73,True
ASSOLI,F,31,True
AGOE-NYIVE,M,72,True
ZIO,F,67,True
TCHAOUDJO,M,87,False
ASSOLI,F,86,True
DANKPEN,F,78,True
HAHO,M,61,False
EST-MONO,F,35,False
AKEBOU,F,59,True
GOLFE,F,92,True
VO,M,26,True
MOYEN-MONO,M,73,True
AGOE-NYIVE,F,61,True
AGOU,M,59,False
SOTOUBOUA,F,57,False
ANIE,M,82,True
KERAN,M,87,True
KOZAH,M,76,True
WAWA,F,70,True
BAS-MONO,F,51,False
LOME COMMUNE,F,83,True
BINAH,M,77,True
TCHAMBA,M,56,True
KLOTO,M,82,True
HAHO,M,94,True
YOTO,M,35,True
TANDJOARE,M,23,True
KPENDJAL-OUEST,M,88,True
CINKASSE,M,83,True
LOME COMMUNE,M,38,True
AGOU,F,53,False
TONE,M,93,True
MOYEN-MONO,F,40,True
BLITTA,F,74,False
TONE,M,64,True
SOTOUBOUA,F,51,False
YOTO,M,90,False
OTI-SUD,F,38,False
KLOTO,F,85,True
KLOTO,F,41,False
SOTOUBOUA,F,60,False
MOYEN-MONO,F,19,True
ASSOLI,M,74,True
AGOU,M,95,True
OTI-SUD,F,93,True
WAWA,F,74,False
LOME COMMUNE,M,97,True
VO,M,47,True
SOTOUBOUA,F,84,False
HAHO,F,79,True
SOTOUBOUA,M,37,True
DANYI,M,36,True
OTI,M,94,True
TANDJOARE,M,61,True
LACS,F,23,False
KPENDJAL-OUEST,M,37,False
KPELE,F,52,True
KOZAH,M,49,True
OTI-SUD,F,95,False
DANKPEN,M,57,True
OTI-SUD,M,70,True
KPELE,M,73,False
YOTO,M,55,False
LOME COMMUNE,F,76,True
AGOU,F,59,False
KPENDJAL,M,27,True
OTI-SUD,F,61,True
BASSAR,F,87,True
MOYEN-MONO,M,75,True
MOYEN-MONO,M,77,True
KOZAH,M,86,False
TCHAOUDJO,M,76,False
SOTOUBOUA,M,53,True
VO,F,78,True
EST-MONO,F,36,True
OGOU,F,74,False
DOUFELGOU,F,72,False
EST-MONO,M,87,True
AMOU,M,37,True
MOYEN-MONO,M,95,True
ANIE,M,78,True
TCHAMBA,F,54,False
TONE,F,33,False
TANDJOARE,F,97,False
DANYI,F,75,True
AKEBOU,M,38,False
BINAH,F,36,False
